36031,Black Breath,United States,Active,2006,Death/Thrash Metal/Crossover/Crust,Slaves Beyond Death,2015,0.78
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),The Passage Back to Life,1998,0.7
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),The Passage Back to Life,1998,0.98
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),The Passage Back to Life,1998,0.63
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),Desperate Existence,1999,0.59
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),Desperate Existence,1999,0.89
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),The Inheritance of Sin and Shame,2000,0.8
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),The Inheritance of Sin and Shame,2000,0.68
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),The Inheritance of Sin and Shame,2000,1.0
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),Fire,2002,0.86
37150,Ashes You Leave,Croatia,Active,1995,Death/Doom Metal (early)| Gothic/Doom Metal (later),Songs of the Lost,2009,0.8
37152,Assignment,Germany,Active,1994,Death/Thrash Metal (early)| Progressive Power Metal (later),Progressive Changes,2003,0.89
37152,Assignment,Germany,Active,1994,Death/Thrash Metal (early)| Progressive Power Metal (later),Disunion Denied,2008,0.91
37153,Astral Sleep,Finland,Active,2004,Death/Doom Metal (early)| Psychedelic Doom Metal (later),Unawakening,2008,0.8
37156,Atanab,Colombia,Active,1994,Gothic/Death/Black Metal (early)| Black Metal (later),Black Magic,2006,0.65
37157,Atra Hora,Russia,Active,2006,Black Metal (early)| Melodic Death/Black Metal (later),Lost in the Depths,2010,0.4
37158,Atrophia Red Sun,Poland,Active,1994,Doom Metal (early)| Progressive Death/Industrial Metal (later),Fears,1997,0.6
37158,Atrophia Red Sun,Poland,Active,1994,Doom Metal (early)| Progressive Death/Industrial Metal (later),Twisted Logic,2003,0.75
37159,Aurora Forrest,United States,Active,2006,Blackened Death Metal (2006-2007)| Industrial Black Metal (2007-),Requiem for the Living,2008,0.1
37159,Aurora Forrest,United States,Active,2006,Blackened Death Metal (2006-2007)| Industrial Black Metal (2007-),Requiem for the Living,2008,0.93
37159,Aurora Forrest,United States,Active,2006,Blackened Death Metal (2006-2007)| Industrial Black Metal (2007-),Requiem for the Living,2008,0.89
37159,Aurora Forrest,United States,Active,2006,Blackened Death Metal (2006-2007)| Industrial Black Metal (2007-),Requiem for the Living,2008,0.3
37159,Aurora Forrest,United States,Active,2006,Blackened Death Metal (2006-2007)| Industrial Black Metal (2007-),Requiem for the Living,2008,1.0
37161,Avatar,Sweden,Active,2001,Melodic Death Metal (early)| Nu-Metal (later),Thoughts of No Tomorrow,2006,0.7
37161,Avatar,Sweden,Active,2001,Melodic Death Metal (early)| Nu-Metal (later),Schlacht,2007,0.75
37161,Avatar,Sweden,Active,2001,Melodic Death Metal (early)| Nu-Metal (later),Avatar,2009,0.76
37161,Avatar,Sweden,Active,2001,Melodic Death Metal (early)| Nu-Metal (later),Black Waltz,2012,0.57
37161,Avatar,Sweden,Active,2001,Melodic Death Metal (early)| Nu-Metal (later),Hail the Apocalypse,2014,0.9
37161,Avatar,Sweden,Active,2001,Melodic Death Metal (early)| Nu-Metal (later),Feathers & Flesh,2016,1.0
37162,Baalberith,United Kingdom,Active,2006,Black/Death Metal (early)| Black Metal (later),For the Glory of Blasphemic Supremacy,2008,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.83
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.2
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.79
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.86
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.59
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.8
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Sventevith (Storming Near the Baltic),1995,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Grom,1996,0.76
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Grom,1996,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Grom,1996,0.68
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Grom,1996,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Grom,1996,0.5
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Pandemonic Incantations,1998,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Pandemonic Incantations,1998,0.83
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Pandemonic Incantations,1998,0.87
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Pandemonic Incantations,1998,0.88
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Pandemonic Incantations,1998,0.59
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Pandemonic Incantations,1998,0.68
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.65
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.82
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.84
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.94
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.75
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.91
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.86
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.92
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.99
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,0.7
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Satanica,1999,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.8
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.59
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.78
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Thelema.6,2000,0.94
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.6
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.35
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.87
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.87
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.6
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.89
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.91
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.5
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.92
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.92
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.99
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.97
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,0.99
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Zos Kia Cultus (Here and Beyond),2002,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.45
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.75
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.92
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.97
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.48
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.3
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.93
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Demigod,2004,0.94
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.91
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.74
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.93
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.78
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.72
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.65
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.7
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.98
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.94
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.7
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Apostasy,2007,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.83
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.8
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.8
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.81
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.8
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.85
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.82
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),Evangelion,2009,0.82
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.97
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.98
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,1.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.0
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.7
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.95
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.7
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.98
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.94
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.5
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.6
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.89
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.15
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.93
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.86
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.86
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.9
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.8
37164,Behemoth,Poland,Active,1991,Black Metal (early)| Black/Death Metal (later),The Satanist,2014,0.75
37165,Benea Reach,Norway,Split-up,2003,Progressive Death Metal/Metalcore (early)| Atmospheric Sludge Metal/Deathcore (later),Alleviat,2008,0.73
37165,Benea Reach,Norway,Split-up,2003,Progressive Death Metal/Metalcore (early)| Atmospheric Sludge Metal/Deathcore (later),Possession,2013,0.98
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Benighted,2000,0.97
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Psychose,2002,0.95
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Psychose,2002,0.76
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Insane Cephalic Production,2004,0.95
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Insane Cephalic Production,2004,0.95
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Identisick,2006,0.87
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Identisick,2006,0.7
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Identisick,2006,0.93
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Identisick,2006,0.95
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Identisick,2006,0.95
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Icon,2007,0.18
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Icon,2007,0.95
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Icon,2007,0.89
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Icon,2007,0.96
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Icon,2007,0.99
37166,Benighted,France,Active,1998,Black Metal (early)| Death Metal/Grindcore (later),Asylum Cave,2011,0.9
